lsoa_code,lsoa_name,la_name,wimd_2025_rank,income_rank,employment_rank,health_rank,education_rank,access_rank,housing_rank,community_safety_rank,physical_env_rank,wimd_2025_score,income_score,employment_score,health_score,education_score,access_score,housing_score,community_safety_score,physical_env_score,drd_category,wimd_2019_rank,wimd_2014_rank,wimd_2011_rank,wimd_2008_rank,wimd_2005_rank,ruc_code,ruc_name,rural_urban,access_rank_gap,housing_rank_gap
W01001098,Illtyd 1,Vale of Glamorgan,1887,1811,1665,1880,1689,1655,1842,1639,979,2.75636739840963,1.30341577467567,3.21016493143694,0.45448433694896107,2.88566766807736,3.34673508043685,0.918130717938159,3.56694820635062,15.1952826928953,LSOAs never ranked in top 50 most deprived,1799,1818,1769,1797,1715,UF1,Urban: Further from a major town or city,Urban,-232,-45
W01001099,Illtyd 2,Vale of Glamorgan,656,400,625,531,583,1546,1371,672,1226,23.6652739718269,34.9948885570188,25.2060832851683,28.8040421482216,26.7445765676622,4.89044332434856,7.608388398587911,23.5982834499749,10.1324265947327,LSOAs never ranked in top 50 most deprived,699,809,861,1001,1070,UF1,Urban: Further from a major town or city,Urban,890,715
W01001100,Illtyd 3,Vale of Glamorgan,1808,1698,1268,1731,1743,1462,1794,1778,1471,4.27508930416562,2.76515187555098,9.37239840702551,2.32858592802372,2.17186697171214,6.15505949084693,1.51747374901552,1.72077638263589,6.01619078536322,LSOAs never ranked in top 50 most deprived,1795,1866,1855,1883,1813,UF1,Urban: Further from a major town or city,Urban,-346,-14
W01001101,Illtyd 4,Vale of Glamorgan,687,759,806,788,534,1797,315,490,229,23.1610255652579,20.889718375820905,19.5491807435255,20.053389631739705,28.6800796153805,1.4795537590219,40.139108347939,30.5687732863481,46.8663598284772,LSOAs never ranked in top 50 most deprived,803,880,605,869,964,UF1,Urban: Further from a major town or city,Urban,1110,-372
W01001102,Illtyd 5,Vale of Glamorgan,1068,766,898,1040,1019,1909,323,915,1624,16.6534107427291,20.6850441646259,17.1317666496571,13.8375246553555,14.2959588776925,0.106832221896123,39.6028303062084,16.7116054751692,3.7753306378583,LSOAs never ranked in top 50 most deprived,1151,929,823,914,985,UF1,Urban: Further from a major town or city,Urban,841,-745
W01001103,Illtyd 6,Vale of Glamorgan,1876,1712,1622,1760,1453,1786,1822,1564,1774,3.08886744768556,2.57892908837866,3.8032581559873706,1.95166065814167,6.2947717493645,1.61890043633505,1.16596176703063,4.62826933985109,1.77188407507363,LSOAs never ranked in top 50 most deprived,1863,1872,1762,1888,1826,UF1,Urban: Further from a major town or city,Urban,-90,-54
W01001104,Llandough,Vale of Glamorgan,1558,1585,1492,1704,1492,611,1203,914,805,8.62771866875598,4.32612961950757,5.69538775209347,2.68515741286009,5.69538775209347,25.7075661574323,10.5595266834407,16.7361095067327,19.5769042446795,LSOAs never ranked in top 50 most deprived,1543,1553,1629,1710,1660,UN1,Urban: Nearer to a major town or city,Urban,-947,-355
W01001105,Llandow and Ewenny,Vale of Glamorgan,1620,1756,1814,1888,1835,165,1172,1869,1323,7.69867249702185,2.00328455523517,1.26584677711153,0.358054259664359,1.00456815041415,53.5704094628783,11.1480265638227,0.587739309011696,8.41365113915402,LSOAs never ranked in top 50 most deprived,1575,1630,1657,1666,1526,RSF1,Smaller rural: Further from a major town or city,Rural,-1455,-448
W01001106,Llantwit Major 1,Vale of Glamorgan,1835,1781,1630,1640,1396,1492,1612,1749,1842,3.72450444487748,1.68252000264156,3.69175097307364,3.55312294285556,7.19988706490412,5.69538775209347,3.94340668328068,2.0939061313037306,0.918130717938159,LSOAs never ranked in top 50 most deprived,1822,1846,1829,1829,1818,UF1,Urban: Further from a major town or city,Urban,-343,-223
W01001107,Llantwit Major 2,Vale of Glamorgan,1686,1523,1355,1412,1482,1528,1398,1189,1482,6.57949098705145,5.22985203912699,7.8736890044073,6.94220314888323,5.84759317920274,5.1556402873674,7.16751824980493,10.8234377992372,5.84759317920274,LSOAs never ranked in top 50 most deprived,1655,1599,1720,1749,1666,UF1,Urban: Further from a major town or city,Urban,-158,-288
W01001108,Llantwit Major 3,Vale of Glamorgan,1301,1197,1284,1244,1212,280,1126,1435,1688,12.9138598881758,10.6722608493273,9.08934428866294,9.80362022662144,10.3914547711558,42.6445277405534,12.0500097871272,6.57676835943883,2.89909737535026,LSOAs never ranked in top 50 most deprived,1429,1298,1441,1535,1546,UF1,Urban: Further from a major town or city,Urban,-1021,-175
W01001109,Llantwit Major 4,Vale of Glamorgan,1458,1079,1034,1174,1488,1283,1240,1794,1398,10.3617488336437,13.0096552038537,13.9675761280521,11.1096010369892,5.75614910780116,9.10693348198552,9.87628316005961,1.51747374901552,7.16751824980493,LSOAs never ranked in top 50 most deprived,1363,1315,1477,1540,1347,UF1,Urban: Further from a major town or city,Urban,-175,-218
W01001110,Llantwit Major 5,Vale of Glamorgan,1556,1468,1601,1657,1767,292,1410,1427,1131,8.6477647550536,6.06238725453122,4.09856287032381,3.3193560991323894,1.86159671694708,41.7544418856589,6.9742561972193,6.70321863063254,11.9502370380452,LSOAs never ranked in top 50 most deprived,1686,1676,1802,1789,1669,UF1,Urban: Further from a major town or city,Urban,-1264,-146
W01001111,Llantwit Major 6,Vale of Glamorgan,455,290,457,465,400,685,1188,762,1905,29.6344895087594,41.9004179811054,32.0945893574396,31.7152940583482,34.9948885570188,23.172721919325,10.842404977394,20.801777737901695,0.154472958008197,LSOAs never ranked in top 50 most deprived,815,737,709,737,904,UF1,Urban: Further from a major town or city,Urban,230,733
W01001112,Llantwit Major 7,Vale of Glamorgan,1797,1565,1723,1611,1685,860,1827,1847,1847,4.50187046298586,4.61379137521831,2.4336616507964,3.95746861979922,2.93943361103069,18.0996644603327,1.10375320126433,0.856587976173153,0.856587976173153,LSOAs never ranked in top 50 most deprived,1873,1815,1841,1875,1880,UF1,Urban: Further from a major town or city,Urban,-937,30
W01001113,Peterston-super-Ely,Vale of Glamorgan,1595,1845,1782,1917,1857,156,892,1676,1535,8.06256050439314,0.881185315492533,1.66978200350748,0.0118457715408025,0.733994323259279,54.6918465940365,17.2819106113586,3.06086850077605,5.05214447662267,LSOAs never ranked in top 50 most deprived,1600,1672,1654,1597,1543,RSN1,Smaller rural: Nearer to a major town or city,Rural,-1439,-703
W01001114,Plymouth (The Vale of Glamorgan) 1,Vale of Glamorgan,1910,1909,1898,1909,1908,1104,1843,1718,1743,1.668284707169,0.106832221896123,0.238082435226713,0.106832221896123,0.118733157869366,12.4942256906992,0.905808988590183,2.4995785858347,2.17186697171214,LSOAs never ranked in top 50 most deprived,1899,1856,1860,1850,1842,UN1,Urban: Nearer to a major town or city,Urban,-806,-67
W01001115,Plymouth (The Vale of Glamorgan) 2,Vale of Glamorgan,1777,1620,1557,1696,1776,809,1764,1708,1699,4.83893240847657,3.8312196260537505,4.72987107744615,2.79187864333048,1.74631603322602,19.466210180306305,1.90015237233338,2.63198192210366,2.75180012916962,LSOAs never ranked in top 50 most deprived,1715,1635,1530,1551,1485,UN1,Urban: Nearer to a major town or city,Urban,-968,-13
W01001116,Plymouth (The Vale of Glamorgan) 3,Vale of Glamorgan,1903,1871,1876,1758,1915,1531,1415,1824,1148,2.29549148489573,0.563453637325335,0.502851410792549,1.97745812285042,0.0355556332575515,5.1112279017356,6.89420717633154,1.14105814627672,11.614211041696,LSOAs never ranked in top 50 most deprived,1857,1803,1775,1772,1667,UN1,Urban: Nearer to a major town or city,Urban,-372,-488
W01001117,Rhoose 1,Vale of Glamorgan,1433,1351,1038,1364,1182,556,1567,1397,1773,10.8557393594035,7.940495083874139,13.880793490484299,7.72408104955796,10.9565376957681,27.7908787352101,4.58486275792752,7.18369696311483,1.7846787624585,LSOAs never ranked in top 50 most deprived,1553,1385,1344,1546,1597,RLF1,Larger rural: Further from a major town or city,Rural,-877,134
W01001119,Rhoose 3,Vale of Glamorgan,1401,1509,1162,1818,1653,201,1050,1516,931,11.3846862268821,5.43892794088303,11.3411230862198,1.21585004920479,3.3741466922672494,49.5626389802718,13.6223931168635,5.33415242162353,16.323050374395,LSOAs never ranked in top 50 most deprived,1503,1650,1665,1695,1578,RSF1,Smaller rural: Further from a major town or city,Rural,-1200,-351
W01001120,Rhoose 4,Vale of Glamorgan,1694,1607,1371,1754,1246,840,1605,1886,1665,6.48250706704858,4.01380249695598,7.608388398587911,2.029140020424,9.76737466434169,18.625930266217,4.04202126210555,0.382123902923984,3.21016493143694,LSOAs never ranked in top 50 most deprived,1787,1736,1826,1846,1731,RLF1,Larger rural: Further from a major town or city,Rural,-854,-89
W01001121,St Athan 1,Vale of Glamorgan,894,756,673,727,582,1545,1043,889,1619,19.145342281985,20.9779965462669,23.5652669328937,21.8492887875923,26.7824915091031,4.90509654232021,13.7727736452391,17.3573517513344,3.8452131188805,LSOAs never ranked in top 50 most deprived,863,676,771,946,855,UF1,Urban: Further from a major town or city,Urban,651,149
W01001122,St Athan 2,Vale of Glamorgan,1076,1013,1453,1025,529,301,901,1585,1766,16.5580903840884,14.4286360982988,6.2947717493645,14.1640426279396,28.8870565762234,41.1087776906679,17.0570606286885,4.32612961950757,1.87444142206829,LSOAs never ranked in top 50 most deprived,1569,1403,1361,1405,1598,UF1,Urban: Further from a major town or city,Urban,-775,-175
W01001123,St Augustines 1,Vale of Glamorgan,1740,1504,1465,1563,1692,1382,1561,1149,1694,5.41349699722126,5.51406090412589,6.10867669802835,4.64275642376627,2.84542553191598,7.427753327324431,4.67175799544653,11.5945968624002,2.81863650464155,LSOAs never ranked in top 50 most deprived,1684,1669,1503,1545,1468,UN1,Urban: Nearer to a major town or city,Urban,-358,-179
W01001124,St Augustines 2,Vale of Glamorgan,1588,1392,1350,1427,1702,1878,612,1108,1134,8.14828630048081,7.264761678252661,7.957226967484101,6.70321863063254,2.71179133211939,0.478655159884881,25.6713810731147,12.4128184040452,11.8905804781145,LSOAs never ranked in top 50 most deprived,1420,1507,1328,1210,1406,UN1,Urban: Nearer to a major town or city,Urban,290,-976
W01001125,St Augustines 3,Vale of Glamorgan,1723,1668,1675,1440,1836,1905,864,1031,693,5.90821065085565,3.16935151898829,3.07440092870822,6.49808852335348,0.99220003951702,0.154472958008197,17.9958410083264,14.0328786696926,22.9146985373268,LSOAs never ranked in top 50 most deprived,1643,1477,1368,1306,1376,UN1,Urban: Nearer to a major town or city,Urban,182,-859
W01001127,St Brides Major 1,Vale of Glamorgan,1657,1828,1800,1887,1814,128,1771,1444,1787,7.18394174502318,1.09133165346827,1.44169618464421,0.370085932665366,1.26584677711153,58.5777527551779,1.81028950974476,6.43533787184727,1.60619761297425,LSOAs never ranked in top 50 most deprived,1650,1623,1655,1644,1534,RLF1,Larger rural: Further from a major town or city,Rural,-1529,114
W01001128,St Brides Major 2,Vale of Glamorgan,1604,1453,1468,1784,1830,322,1367,1619,1717,7.968804381661939,6.2947717493645,6.06238725453122,1.64432714963132,1.06650866519429,39.6691852192056,7.674427208996981,3.8452131188805,2.5127846729859,LSOAs never ranked in top 50 most deprived,1705,1595,1630,1696,1634,RSF1,Smaller rural: Further from a major town or city,Rural,-1282,-237
W01001129,Stanwell 1,Vale of Glamorgan,1198,849,874,992,1127,1249,1167,1109,1243,14.6060298448122,18.3876194065474,17.7383144633006,14.8991279100064,12.0300205825679,9.71311319484083,11.2443721828611,12.3925115242157,9.82176444997588,LSOAs never ranked in top 50 most deprived,993,982,982,1045,1050,UN1,Urban: Nearer to a major town or city,Urban,51,-31
W01001130,Stanwell 2,Vale of Glamorgan,1904,1888,1895,1904,1917,1917,1117,1760,847,2.28174051048435,0.358054259664359,0.27400832003257,0.166398576769003,0.0118457715408025,0.0118457715408025,12.2306987220655,1.95166065814167,18.4403643954711,LSOAs never ranked in top 50 most deprived,1843,1867,1868,1818,1787,UN1,Urban: Nearer to a major town or city,Urban,13,-787
W01001131,Stanwell 3,Vale of Glamorgan,791,622,662,609,1137,707,1080,615,1390,20.9373772441715,25.3126272482033,23.931081852016295,25.7801075613242,11.8310782529684,22.4700077107557,12.9888147173631,25.563166143647,7.29726773457373,LSOAs never ranked in top 50 most deprived,850,777,681,633,568,UN1,Urban: Nearer to a major town or city,Urban,-84,289
W01001132,Sully 1,Vale of Glamorgan,1779,1345,1732,1565,1479,1262,1894,1822,1880,4.80399106584474,8.04106945396384,2.31548515130958,4.61379137521831,5.89345191451641,9.47944827553843,0.285996096032325,1.16596176703063,0.45448433694896107,LSOAs never ranked in top 50 most deprived,1835,1655,1614,1669,1754,UF1,Urban: Further from a major town or city,Urban,-517,115
W01001133,Sully 2,Vale of Glamorgan,1865,1827,1634,1673,1777,1328,1744,1587,1374,3.29795336674731,1.10375320126433,3.63619945440964,3.1014896941000294,1.73354266296509,8.32844194402847,2.1588551333598094,4.29756033697686,7.558983428060871,LSOAs never ranked in top 50 most deprived,1868,1660,1625,1707,1744,UF1,Urban: Further from a major town or city,Urban,-537,-121
W01001134,Sully 3,Vale of Glamorgan,1717,1741,1663,1716,1671,445,1742,1449,1406,6.0819028821454,2.19791275290499,3.23741416381765,2.52599834713437,3.12861040151644,32.6755247162557,2.18488617544616,6.35713954651361,7.03849661437819,LSOAs never ranked in top 50 most deprived,1727,1645,1633,1576,1462,UN1,Urban: Nearer to a major town or city,Urban,-1272,25
W01001135,Wenvoe 1,Vale of Glamorgan,1672,1791,1743,1885,1642,277,1833,1201,1169,6.79930302642581,1.55545636077368,2.17186697171214,0.39416817703550894,3.52549732194833,42.8725374686119,1.02932434273908,10.5970433761167,11.2057854914306,LSOAs never ranked in top 50 most deprived,1644,1664,1667,1580,1256,RSN1,Smaller rural: Nearer to a major town or city,Rural,-1395,161
W01001136,Wenvoe 2,Vale of Glamorgan,1210,984,676,1494,1157,483,1703,1433,1327,14.5411824863794,15.0809252756635,23.466500804107,5.66506716312915,11.4382826980189,30.8840804820981,2.69847051724183,6.60831581168845,8.34545854747957,LSOAs never ranked in top 50 most deprived,1692,1689,1755,1658,1681,UN1,Urban: Nearer to a major town or city,Urban,-727,493
W01001137,Aberaman North 1,Rhondda Cynon Taf,542,505,447,576,530,941,1216,528,364,27.0202928051712,29.9073281353078,32.5776774489768,27.0113031486456,28.8455119090077,16.0834951054554,10.3171485690894,28.9286764209639,37.0350256647686,LSOAs never ranked in top 50 most deprived,444,472,327,355,371,UF1,Urban: Further from a major town or city,Urban,399,674
W01001138,Aberaman North 2,Rhondda Cynon Taf,363,303,243,371,367,1801,745,333,1043,33.488673497148,40.9677253706744,45.6281761294676,36.6239031076496,36.8579296788392,1.42909082783773,21.3046133100029,38.9496021115052,13.7727736452391,LSOAs never ranked in top 50 most deprived,243,322,440,365,347,UF1,Urban: Further from a major town or city,Urban,1438,382
W01001139,Aberaman North 3,Rhondda Cynon Taf,831,771,599,832,613,1813,573,1076,863,20.2868908088332,20.5399554523121,26.1462866970798,18.8398551620865,25.6352528280954,1.27836295903722,27.126568279074,13.0722902058456,18.021752966991695,LSOAs never ranked in top 50 most deprived,841,683,587,726,508,UF1,Urban: Further from a major town or city,Urban,982,-258
W01001140,Aberaman South 1,Rhondda Cynon Taf,498,511,367,635,454,721,889,552,752,28.3535443986463,29.647985947346,36.8579296788392,24.8544596123281,32.2384533751392,22.0337518796172,17.3573517513344,27.9500155661972,21.0962303240394,LSOAs never ranked in top 50 most deprived,413,398,356,376,374,UF1,Urban: Further from a major town or city,Urban,223,391
W01001141,Aberaman South 2,Rhondda Cynon Taf,314,364,339,351,172,1225,710,472,316,35.5185007922283,37.0350256647686,38.5663888674288,37.818601005911,52.7344798362068,10.1508321741438,22.375825203411505,31.3884653978513,40.0713857784766,LSOAs never ranked in top 50 most deprived,288,253,191,149,126,UF1,Urban: Further from a major town or city,Urban,911,396
W01001142,Aberaman South 3,Rhondda Cynon Taf,500,431,348,625,500,1671,943,563,255,28.3038020801296,33.3723650014289,38.0032810529464,25.2060832851683,30.125703080725305,3.12861040151644,16.0358820119611,27.5150115371531,44.6174729412671,LSOAs never ranked in top 50 most deprived,245,208,144,173,96,UF1,Urban: Further from a major town or city,Urban,1171,443
W01001143,Abercynon 1,Rhondda Cynon Taf,971,1048,962,869,781,973,506,1286,495,17.830491797853,13.6652587462547,15.5884067692259,17.8667173033409,20.2524952405081,15.3332663906928,29.8639008533188,9.05420620453297,30.346171291299,LSOAs never ranked in top 50 most deprived,992,900,873,824,666,UN1,Urban: Nearer to a major town or city,Urban,2,-465
W01001144,Abercynon 2,Rhondda Cynon Taf,98,143,77,157,46,623,240,413,1273,53.72137509115,56.4147923140819,67.9699857156566,54.5645079112566,76.3901675473683,25.2770577269403,45.8879473662721,34.3004899781357,9.28356922070674,LSOAs often in the top 50 most deprived,33,37,30,43,39,UN1,Urban: Nearer to a major town or city,Urban,525,142
W01001145,Abercynon 3,Rhondda Cynon Taf,397,488,500,340,284,929,362,758,788,31.5032197802751,30.658420845487,30.125703080725305,38.5031361804481,42.3439888513391,16.3712622991178,37.1538517812199,20.9191068011931,20.053389631739705,LSOAs never ranked in top 50 most deprived,506,463,309,352,399,UN1,Urban: Nearer to a major town or city,Urban,532,-35
W01001146,Abercynon 4,Rhondda Cynon Taf,1018,1049,995,976,906,912,649,1012,302,17.2745240386911,13.643815945353,14.8313226661017,15.2641710664011,16.9330873029528,16.7851960284496,24.3710462634956,14.4508235694722,41.0381434017266,LSOAs never ranked in top 50 most deprived,1069,1178,1072,1037,915,UN1,Urban: Nearer to a major town or city,Urban,-106,-369
