lsoa_code,lsoa_name,la_name,wimd_2025_rank,income_rank,employment_rank,health_rank,education_rank,access_rank,housing_rank,community_safety_rank,physical_env_rank,wimd_2025_score,income_score,employment_score,health_score,education_score,access_score,housing_score,community_safety_score,physical_env_score,drd_category,wimd_2019_rank,wimd_2014_rank,wimd_2011_rank,wimd_2008_rank,wimd_2005_rank,ruc_code,ruc_name,rural_urban,access_rank_gap,housing_rank_gap
W01001592,Thornwell 1,Monmouthshire,417,385,533,395,475,782,299,502,1446,30.8475244893706,35.823068497273,28.7213262688648,35.2676484719636,31.2498052753694,20.2239458372538,41.2507003840654,30.0381041409386,6.40402663026238,LSOAs never ranked in top 50 most deprived,450,450,563,738,744,UN1,Urban: Nearer to a major town or city,Urban,365,-118
W01001593,Thornwell 2,Monmouthshire,1225,1068,1090,828,765,974,1315,1283,1571,14.1935236491758,13.240155607887,12.7814419168105,18.9475684163847,20.7141720612192,15.3102115446428,8.55064588799191,9.10693348198552,4.52711445134636,LSOAs never ranked in top 50 most deprived,1028,1139,1122,1195,1451,UN1,Urban: Nearer to a major town or city,Urban,-251,90
W01001594,Trellech United 1,Monmouthshire,1291,1608,1647,1439,1759,75,397,1507,1892,13.1194847993831,3.9997060869018695,3.45657809102635,6.51380297306978,1.96455577359849,68.4294443992908,35.1581560377781,5.46895168062913,0.309990408692142,LSOAs never ranked in top 50 most deprived,1248,1194,1332,1291,1328,RSF1,Smaller rural: Further from a major town or city,Rural,-1216,-894
W01001595,Trellech United 2,Monmouthshire,1453,1879,1904,1899,1819,63,539,1882,1369,10.4443890485674,0.466566573261191,0.166398576769003,0.226119599713166,1.20336783026323,71.3974372375447,28.4749486401806,0.430338888596109,7.641384102037111,LSOAs never ranked in top 50 most deprived,1512,1616,1713,1694,1523,RSF1,Smaller rural: Further from a major town or city,Rural,-1390,-914
W01001596,Usk 1,Monmouthshire,1821,1725,1902,1513,1694,1701,1607,1799,454,4.08752124720379,2.4073476821473,0.190268380821594,5.37899778336937,2.81863650464155,2.72511986642925,4.01380249695598,1.45430845371833,32.2384533751392,LSOAs never ranked in top 50 most deprived,1517,1571,1738,1775,1574,RLN1,Larger rural: Nearer to a major town or city,Rural,-120,-214
W01001597,Usk 2,Monmouthshire,1824,1530,1640,1788,1800,1439,1739,1513,1108,4.02034230771604,5.12602250353269,3.55312294285556,1.59350180146802,1.44169618464421,6.51380297306978,2.22398806244041,5.37899778336937,12.4128184040452,LSOAs never ranked in top 50 most deprived,1842,1808,1783,1719,1739,RLN1,Larger rural: Nearer to a major town or city,Rural,-385,-85
W01001598,West End,Monmouthshire,624,629,758,614,412,1409,566,700,324,24.6236234604817,25.0647880899908,20.9191068011931,25.5991812440889,34.3531672483296,6.99029948801807,27.3977881755914,22.6912784128934,39.5366662763192,LSOAs never ranked in top 50 most deprived,656,601,630,733,759,UN1,Urban: Nearer to a major town or city,Urban,785,-58
W01001599,Wyesham,Monmouthshire,916,677,879,1133,889,433,1279,1128,694,18.7918840238403,23.4336727856376,17.6106244840572,11.910448810271,17.3573517513344,33.2715144397848,9.17742507759905,12.0100487354592,22.8826481945157,LSOAs never ranked in top 50 most deprived,986,1087,1060,1079,1145,UF1,Urban: Further from a major town or city,Urban,-483,363
W01001600,Allt-yr-yn 1,Newport,1850,1872,1866,1871,1847,1089,1860,1525,520,3.51677012733466,0.551320410921967,0.624215965358298,0.563453637325335,0.856587976173153,12.8020952616562,0.697343287672057,5.20013859807531,29.2643745927451,LSOAs never ranked in top 50 most deprived,1819,1756,1719,1843,1801,UN1,Urban: Nearer to a major town or city,Urban,-761,10
W01001601,Allt-yr-yn 2,Newport,233,283,197,382,441,581,324,298,334,39.5788320257856,42.4187562091442,49.9749820772766,35.9923440910935,32.8724769695668,26.8204690556212,39.5366662763192,41.3219914904767,38.8852881992107,LSOAs never ranked in top 50 most deprived,187,327,329,358,405,UN1,Urban: Nearer to a major town or city,Urban,348,91
W01001602,Allt-yr-yn 3,Newport,1836,1656,1794,1624,1831,1535,1569,1630,887,3.72086701139404,3.33304151582498,1.51747374901552,3.7753306378583,1.05410721025941,5.05214447662267,4.555970480365,3.69175097307364,17.4077836689115,LSOAs never ranked in top 50 most deprived,1761,1857,1725,1751,1756,UN1,Urban: Nearer to a major town or city,Urban,-301,-267
W01001603,Allt-yr-yn 4,Newport,1248,1312,1052,994,1579,1751,423,1093,204,13.800092385985,8.60223002237486,13.5796072285402,14.8539022109588,4.41205100898382,2.06797779772392,33.7802483917221,12.7195929263557,49.258161622155,LSOAs never ranked in top 50 most deprived,838,865,908,1184,1254,UN1,Urban: Nearer to a major town or city,Urban,503,-825
W01001604,Allt-yr-yn 5,Newport,1651,1745,1516,1639,1719,1136,1480,1032,206,7.28960077523912,2.14585065206022,5.33415242162353,3.56694820635062,2.48638007697319,11.8508952290006,5.87815550762791,14.0110905482459,49.0573931946691,LSOAs never ranked in top 50 most deprived,1657,1769,1711,1831,1833,UN1,Urban: Nearer to a major town or city,Urban,-515,-171
W01001605,Allt-yr-yn 6,Newport,919,920,728,1077,1288,1846,316,444,272,18.7262340065891,16.5894753905145,21.8186882602783,13.0513929137336,9.01912172048089,0.868883357631362,40.0713857784766,32.7246048931715,43.2576498041656,LSOAs never ranked in top 50 most deprived,459,607,701,717,963,UN1,Urban: Nearer to a major town or city,Urban,927,-603
W01001606,Alway 1,Newport,1495,1435,1535,1279,1412,1032,1369,1118,267,9.68766737921093,6.57676835943883,5.05214447662267,9.17742507759905,6.94220314888323,14.0110905482459,7.641384102037111,12.210551932072,43.6493204342963,LSOAs never ranked in top 50 most deprived,1477,1607,1247,1412,1601,UN1,Urban: Nearer to a major town or city,Urban,-463,-126
W01001607,Alway 2,Newport,72,39,141,281,83,960,99,48,624,56.7144519317626,78.8090446999479,56.6917020085358,42.5690240501672,66.6442395766252,15.6351015498729,63.442446411698,75.743341186437,25.2415431290468,LSOAs sometimes in the top 50 most deprived,72,36,65,59,93,UN1,Urban: Nearer to a major town or city,Urban,888,27
W01001608,Alway 3,Newport,1470,1375,1290,1377,1441,1758,908,921,309,10.063181205735,7.54253865954455,8.98409067323127,7.50968435406567,6.48238480299949,1.97745812285042,16.8836844750737,16.5651270025312,40.5496855058199,LSOAs never ranked in top 50 most deprived,1426,1478,1355,1614,1724,UN1,Urban: Nearer to a major town or city,Urban,288,-562
W01001609,Alway 4,Newport,113,93,159,164,95,1467,428,51,596,50.7928117393592,64.5915255534606,54.311926245504,53.6923472965782,64.2020855526035,6.07780672007768,33.524474867068,74.8059807344962,26.2572869975422,LSOAs sometimes in the top 50 most deprived,111,69,74,42,128,UN1,Urban: Nearer to a major town or city,Urban,1354,315
W01001610,Alway 5,Newport,337,371,579,710,31,1123,830,197,817,34.6351095140775,36.6239031076496,26.8966127932738,22.375825203411505,81.9260602660985,12.1100818478712,18.8936487341566,49.9749820772766,19.2464075849848,LSOAs never ranked in top 50 most deprived,393,587,420,455,526,UN1,Urban: Nearer to a major town or city,Urban,786,493
W01001611,Alway 6,Newport,836,662,752,1482,877,1826,259,641,330,20.1210692845213,23.931081852016295,21.0962303240394,5.84759317920274,17.661615439175,1.11618146115725,44.2902063742018,24.646037112484095,39.1436299697375,LSOAs never ranked in top 50 most deprived,834,838,863,812,986,UN1,Urban: Nearer to a major town or city,Urban,990,-577
W01001612,Beechwood 1,Newport,770,900,759,997,726,1597,425,402,119,21.4069578499673,17.081935684114,20.889718375820905,14.7862299681048,21.8799300818585,4.15524381913421,33.6775974081246,34.8866839068173,59.9804254727329,LSOAs never ranked in top 50 most deprived,772,845,850,847,824,UN1,Urban: Nearer to a major town or city,Urban,827,-345
W01001613,Beechwood 2,Newport,1067,1075,1102,1018,989,1862,310,887,208,16.6544829732698,13.0932065020438,12.5350376409081,14.3180186660081,14.9671336386227,0.67294167060648,40.480744979926,17.4077836689115,48.8583621326129,LSOAs never ranked in top 50 most deprived,1039,1227,1311,1428,1269,UN1,Urban: Nearer to a major town or city,Urban,795,-757
W01001614,Beechwood 3,Newport,227,202,225,282,465,660,696,173,430,39.8976314012729,49.460698013698,47.2327246165593,42.4937674101781,31.7152940583482,23.998223310090495,22.818681184314105,52.6175033557826,33.4229565973129,LSOAs never ranked in top 50 most deprived,226,289,332,303,366,UN1,Urban: Nearer to a major town or city,Urban,433,469
W01001615,Beechwood 4,Newport,1009,954,1077,1022,766,1395,799,555,212,17.4246994134726,15.7757574013147,13.0513929137336,14.2299061774188,20.6850441646259,7.2160885712172,19.743950697092295,27.830559837053105,48.4653936212711,LSOAs never ranked in top 50 most deprived,817,1003,895,1019,1270,UN1,Urban: Nearer to a major town or city,Urban,386,-210
W01001616,Beechwood 5,Newport,1521,1341,1377,1583,981,1451,1477,991,625,9.2320662631559,8.10836419659457,7.50968435406567,4.35473443330402,15.1494714723929,6.3259345080427,5.92407528130231,14.9217741516291,25.2060832851683,LSOAs never ranked in top 50 most deprived,1353,1508,1514,1445,1687,UN1,Urban: Nearer to a major town or city,Urban,-70,-44
W01001617,Bettws (Newport) 1,Newport,82,88,89,144,60,1247,228,52,1058,55.657934119842,65.5949899718188,65.3907641045194,56.2775777153638,72.203395391669,9.74927328040944,46.9574053741219,74.5018285688279,13.4517250569291,LSOAs sometimes in the top 50 most deprived,47,77,126,118,139,UN1,Urban: Nearer to a major town or city,Urban,1165,146
W01001618,Bettws (Newport) 2,Newport,133,187,180,113,69,1204,587,93,914,48.0315275960351,51.0393899464109,51.8149142947811,60.9654380577152,69.8655990996753,10.5407912605816,26.5935387465426,64.5915255534606,16.7361095067327,LSOAs never ranked in top 50 most deprived,204,222,197,205,235,UN1,Urban: Nearer to a major town or city,Urban,1071,454
W01001619,Bettws (Newport) 3,Newport,97,136,84,137,91,627,489,21,1137,53.787320838458,57.398922833939,66.4305253908396,57.2557282737189,64.9876733609214,25.1353271859448,30.613553388310095,86.5302557809162,11.8310782529684,LSOAs never ranked in top 50 most deprived,77,118,139,160,180,UN1,Urban: Nearer to a major town or city,Urban,530,392
W01001620,Bettws (Newport) 4,Newport,401,374,462,435,390,652,894,246,950,31.3819260440986,36.4499327337625,31.856797802148,33.1711041585498,35.5436819416347,24.268766466652295,17.2317536408696,45.3713061162476,15.8700081294809,LSOAs never ranked in top 50 most deprived,289,281,258,214,198,UN1,Urban: Nearer to a major town or city,Urban,251,493
W01001621,Bettws (Newport) 5,Newport,193,244,203,227,125,994,770,26,1314,43.1841162327947,45.5422336426806,49.3592068784843,47.0488127565457,59.0358709096692,14.8539022109588,20.5689000671964,84.1131400066213,8.56782774795796,LSOAs never ranked in top 50 most deprived,169,159,266,308,321,UN1,Urban: Nearer to a major town or city,Urban,801,577
W01001622,Bettws (Newport) 6,Newport,568,611,606,299,421,1392,885,442,1256,26.1830395549616,25.7075661574323,25.889350467786105,41.2507003840654,33.883359570169,7.264761678252661,17.4583264112032,32.8230805685168,9.58699872152888,LSOAs never ranked in top 50 most deprived,644,642,597,663,643,UN1,Urban: Nearer to a major town or city,Urban,824,317
W01001623,Caerleon 1,Newport,1587,1611,1563,1435,1797,1589,1585,487,144,8.15814916253516,3.95746861979922,4.64275642376627,6.57676835943883,1.4795537590219,4.26902649755159,4.32612961950757,30.7033759993631,56.2775777153638,LSOAs never ranked in top 50 most deprived,1526,1590,1661,1603,1760,RLN1,Larger rural: Nearer to a major town or city,Rural,2,-2
W01001624,Caerleon 2,Newport,1754,1858,1853,1674,1825,585,1799,1771,543,5.24048091500402,0.721770820884037,0.78295339913323,3.0879413233543,1.12861644040485,26.6689336767632,1.45430845371833,1.81028950974476,28.312151008497,LSOAs never ranked in top 50 most deprived,1698,1764,1737,1577,1764,RLN1,Larger rural: Nearer to a major town or city,Rural,-1169,45
W01001625,Caerleon 3,Newport,1523,1487,1497,1677,1668,563,1298,934,479,9.20780604865848,5.77136456102979,5.61966109424539,3.04734403018861,3.16935151898829,27.5150115371531,8.84449761272578,16.2509214476258,31.066215959085305,LSOAs never ranked in top 50 most deprived,1331,1662,1693,1649,1674,RLN1,Larger rural: Nearer to a major town or city,Rural,-960,-225
W01001626,Caerleon 4,Newport,1593,1276,1255,1630,1497,1087,1682,871,1367,8.11922195701059,9.23043591779899,9.60497279241023,3.69175097307364,5.61966109424539,12.8434576731016,2.97984071065512,17.8152701147679,7.674427208996981,LSOAs never ranked in top 50 most deprived,1413,1391,1495,1651,1815,RLN1,Larger rural: Nearer to a major town or city,Rural,-506,89
W01001627,Caerleon 5,Newport,1819,1816,1757,1800,1654,1023,1821,1663,740,4.11922583310891,1.24083482798257,1.99036771401793,1.44169618464421,3.36043680267586,14.2079306977063,1.17842369651097,3.23741416381765,21.4546227486081,LSOAs never ranked in top 50 most deprived,1762,1722,1700,1733,1798,RLN1,Larger rural: Nearer to a major town or city,Rural,-796,2
W01001628,Caerleon 6,Newport,431,367,333,328,743,1065,1042,224,1095,30.3527964409384,36.8579296788392,38.9496021115052,39.2738972266085,21.364499730599,13.3034223470218,13.7943370670611,47.3252349738796,12.6784524717191,LSOAs never ranked in top 50 most deprived,556,738,1388,1252,1591,RLN1,Larger rural: Nearer to a major town or city,Rural,634,611
W01001629,Gaer 1,Newport,1283,1198,1063,1074,1224,1438,1303,524,340,13.2248078862011,10.6534334073098,13.3456970635279,13.1141418369244,10.1692524942803,6.52952816681984,8.75768023333021,29.095913048907505,38.5031361804481,LSOAs never ranked in top 50 most deprived,1124,1177,1284,1134,1298,UN1,Urban: Nearer to a major town or city,Urban,155,20
W01001630,Gaer 2,Newport,377,285,244,310,703,1114,1253,401,864,32.3869461099818,42.2694637565479,45.5422336426806,40.480744979926,22.5961873330459,12.2912451941267,9.64096312834053,34.9407226002032,17.9958410083264,LSOAs never ranked in top 50 most deprived,314,390,336,254,313,UN1,Urban: Nearer to a major town or city,Urban,737,876
W01001631,Gaer 3,Newport,1496,1279,1199,1054,1302,1811,1460,1296,702,9.66743780432266,9.17742507759905,10.6346213645385,13.536900785158,8.77501751245247,1.30341577467567,6.18603339967003,8.87931653068936,22.6278406970755,LSOAs never ranked in top 50 most deprived,1524,1564,1643,1598,1682,UN1,Urban: Nearer to a major town or city,Urban,315,-36
W01001632,Gaer 4,Newport,651,538,553,991,558,1178,1053,200,816,23.743891309786495,28.5158287354967,27.9101280144764,14.9217741516291,27.7117213241246,11.0329420384266,13.5582440946749,49.6650337834706,19.2737683084634,LSOAs never ranked in top 50 most deprived,630,569,511,456,513,UN1,Urban: Nearer to a major town or city,Urban,527,402
W01001633,Gaer 5,Newport,157,126,255,201,177,777,407,160,499,45.983900949845,58.8821487500075,44.6174729412671,49.5626389802718,52.155457530604,20.3670485562759,34.6183786555975,54.186668030915,30.1696279817499,LSOAs never ranked in top 50 most deprived,166,211,211,322,283,UN1,Urban: Nearer to a major town or city,Urban,620,250
W01001634,Gaer 6,Newport,532,381,577,769,668,892,658,461,296,27.2999516147512,36.0490472780562,26.973009449722,20.5978811536676,23.7308255216234,17.2819106113586,24.0655613410692,31.9041598421671,41.4652400723311,LSOAs never ranked in top 50 most deprived,588,434,561,504,671,UN1,Urban: Nearer to a major town or city,Urban,360,126
W01001635,Graig 1,Newport,1663,1693,1513,1628,1697,655,1626,1014,832,7.06205322132525,2.83202711799647,5.37899778336937,3.7195771283049,2.7785113772664,24.1669394897914,3.74743698931493,14.4064700101462,18.8398551620865,LSOAs never ranked in top 50 most deprived,1663,1730,1618,1671,1721,UN1,Urban: Nearer to a major town or city,Urban,-1008,-37
W01001636,Graig 2,Newport,1774,1876,1868,1866,1828,615,1814,1451,530,4.90583963538753,0.502851410792549,0.599891767833017,0.624215965358298,1.09133165346827,25.563166143647,1.26584677711153,6.3259345080427,28.8455119090077,LSOAs never ranked in top 50 most deprived,1774,1731,1558,1632,1686,UN1,Urban: Nearer to a major town or city,Urban,-1159,40
W01001637,Graig 3,Newport,1542,1281,1454,1474,1701,1187,1809,811,264,8.91477932622064,9.14215227401453,6.27920618917483,5.97008691778702,2.72511986642925,10.8613878099329,1.32849590892464,19.4110622892759,43.8875648374803,LSOAs never ranked in top 50 most deprived,1509,1617,1458,1564,1617,UN1,Urban: Nearer to a major town or city,Urban,-355,267
W01001638,Graig 4,Newport,1891,1841,1830,1814,1858,1129,1797,1687,1194,2.72316545344534,0.930459051912142,1.06650866519429,1.26584677711153,0.721770820884037,11.9900942156827,1.4795537590219,2.91253492881509,10.7288358234862,LSOAs never ranked in top 50 most deprived,1871,1835,1684,1808,1755,UN1,Urban: Nearer to a major town or city,Urban,-762,-94
W01001639,Langstone 1,Newport,1621,1796,1706,1785,1771,450,1901,1320,169,7.69723894866636,1.4921868104588,2.65855429991564,1.63161027929994,1.81028950974476,32.4316826446063,0.202212578968056,8.46492859478172,53.0890218163239,LSOAs never ranked in top 50 most deprived,1702,1766,1715,1757,1709,UN1,Urban: Nearer to a major town or city,Urban,-1171,280
W01001640,Langstone 2,Newport,1647,1867,1733,1820,1732,184,1618,1529,1231,7.341189013654459,0.612050651016539,2.30239183253676,1.19089238181222,2.31548515130958,51.3685608303201,3.85921513070978,5.14082662798777,10.0406189854602,LSOAs never ranked in top 50 most deprived,1595,1629,1709,1725,1367,RSN1,Smaller rural: Nearer to a major town or city,Rural,-1463,-29
W01001641,Langstone 3,Newport,1644,1905,1761,1771,1770,260,1667,983,808,7.38577260284648,0.154472958008197,1.93877276837315,1.81028950974476,1.82310558552363,44.2091121956056,3.18294794436459,15.1037513169693,19.4938337914636,LSOAs never ranked in top 50 most deprived,1660,1609,1611,1634,1746,UN1,Urban: Nearer to a major town or city,Urban,-1384,23
W01001642,Liswerry 1,Newport,375,372,519,838,239,1198,500,136,146,32.5910980578133,36.5657666493048,29.3066834813451,18.6792252420405,45.9751938864088,10.6534334073098,30.125703080725305,57.398922833939,56.005580172015,LSOAs never ranked in top 50 most deprived,373,304,304,215,619,UN1,Urban: Nearer to a major town or city,Urban,823,125
W01001643,Liswerry 2,Newport,323,255,487,362,519,1278,327,225,163,35.1449616356587,44.6174729412671,30.7033759993631,37.1538517812199,29.3066834813451,9.19508178554439,39.3393085814048,47.2327246165593,53.8149350485439,LSOAs never ranked in top 50 most deprived,171,183,177,228,316,UN1,Urban: Nearer to a major town or city,Urban,955,4
W01001645,Liswerry 4,Newport,552,653,802,941,181,957,912,320,138,26.8415757151236,24.2347740259203,19.6602758162341,16.0834951054554,51.7025112206975,15.7053219536497,16.7851960284496,39.8024721224689,57.1134197081889,LSOAs never ranked in top 50 most deprived,620,538,572,669,813,UN1,Urban: Nearer to a major town or city,Urban,405,360
W01001646,Liswerry 5,Newport,119,188,143,505,66,959,241,94,51,49.5084795498096,50.930704953028,56.4147923140819,29.9073281353078,70.6187676549488,15.6584845384211,45.8010305504303,64.3959813046485,74.8059807344962,LSOAs never ranked in top 50 most deprived,134,223,127,206,261,UN1,Urban: Nearer to a major town or city,Urban,840,122
W01001648,Liswerry 7,Newport,807,996,961,820,443,1574,1471,352,43,20.590793325319705,14.8087652662821,15.6117423095376,19.1645201635088,32.7737900273049,4.48389817521544,6.01619078536322,37.75736906021261,77.3958487053242,LSOAs never ranked in top 50 most deprived,750,893,794,1024,1180,UN1,Urban: Nearer to a major town or city,Urban,767,664
W01001650,Llanwern 2,Newport,710,745,994,801,202,1071,420,1181,1444,22.777925035291705,21.3046133100029,14.8539022109588,19.6881336332693,49.460698013698,13.1770624210437,33.9350890255224,10.975614999948199,6.43533787184727,LSOAs never ranked in top 50 most deprived,760,629,513,598,838,RLN1,Larger rural: Nearer to a major town or city,Rural,361,-290
W01001651,Malpas 1,Newport,1733,1728,1596,1415,1413,1414,1704,1717,686,5.57396899289382,2.36793309089594,4.16943590887313,6.89420717633154,6.92619336021997,6.91019470786337,2.68515741286009,2.5127846729859,23.1403102529704,LSOAs never ranked in top 50 most deprived,1710,1827,1851,1853,1861,UN1,Urban: Nearer to a major town or city,Urban,-319,-29
W01001652,Malpas 2,Newport,46,26,25,103,64,982,650,77,1300,62.3271475829214,84.1131400066213,84.5766677674738,62.7070963930939,71.1349406732581,15.1266000341796,24.3369024359488,67.9699857156566,8.8097313262712,LSOAs sometimes in the top 50 most deprived,79,114,142,84,113,UN1,Urban: Nearer to a major town or city,Urban,936,604
W01001653,Malpas 3,Newport,1567,1603,1660,1470,869,1096,1615,1408,472,8.49385394174526,4.07027469147199,3.27834863975104,6.03157930099288,17.8667173033409,12.6579098072461,3.90127238409541,7.00635397737562,31.3884653978513,LSOAs never ranked in top 50 most deprived,1627,1702,1717,1734,1814,UN1,Urban: Nearer to a major town or city,Urban,-471,48
W01001654,Malpas 4,Newport,1520,1383,1341,1418,961,1863,1405,825,687,9.27259107685262,7.41140208659252,8.10836419659457,6.84631115234875,15.6117423095376,0.660750563455305,7.05458479341089,19.0286856939021,23.1079441969628,LSOAs never ranked in top 50 most deprived,1528,1491,1637,1605,1514,UN1,Urban: Nearer to a major town or city,Urban,343,-115
W01001655,Malpas 5,Newport,1658,1560,1503,1231,1356,1634,1542,1126,774,7.17708620161753,4.68627250626735,5.52911699371266,10.0406189854602,7.85701776021684,3.63619945440964,4.94911229271788,12.0500097871272,20.4533395220968,LSOAs never ranked in top 50 most deprived,1666,1668,1459,1253,1321,UN1,Urban: Nearer to a major town or city,Urban,-24,-116
W01001657,Marshfield 2,Newport,1578,1870,1863,1691,1785,344,1685,644,288,8.33525774985629,0.575593267767309,0.660750563455305,2.85883175549365,1.63161027929994,38.2518507350042,2.93943361103069,24.5425298701483,42.0473264765957,LSOAs never ranked in top 50 most deprived,1563,1790,1695,1661,1619,RSN1,Smaller rural: Nearer to a major town or city,Rural,-1234,107
W01001658,Marshfield 3,Newport,1636,1665,1607,1142,1723,987,1777,1280,397,7.482720731006,3.21016493143694,4.01380249695598,11.7322486834062,2.4336616507964,15.0125827581996,1.73354266296509,9.15978191401032,35.1581560377781,LSOAs never ranked in top 50 most deprived,1522,1606,1292,1251,1214,RLN1,Larger rural: Nearer to a major town or city,Rural,-649,141
W01001659,Pillgwenlly 1,Newport,37,55,76,52,72,1296,74,56,209,63.8606258209959,73.6127848600583,68.1985677815391,74.5018285688279,69.1363141117731,8.87931653068936,68.6626621027507,73.3239130760878,48.7594887676383,LSOAs often in the top 50 most deprived,21,12,28,61,31,UN1,Urban: Nearer to a major town or city,Urban,1259,37
W01001660,Pillgwenlly 2,Newport,700,526,877,717,849,692,874,747,262,22.9686549696502,29.012142734782895,17.661615439175,22.1575543345572,18.3876194065474,22.946793604401705,17.7383144633006,21.2448824142573,44.0477766042521,LSOAs never ranked in top 50 most deprived,241,202,368,333,355,UN1,Urban: Nearer to a major town or city,Urban,-8,174
W01001661,Pillgwenlly 3,Newport,174,181,417,181,267,624,182,95,217,44.83561938898,51.7025112206975,34.0909791470183,51.7025112206975,43.6493204342963,25.2415431290468,51.590654800111,64.2020855526035,47.9834404914399,LSOAs often in the top 50 most deprived,88,93,20,35,13,UN1,Urban: Nearer to a major town or city,Urban,450,8
W01001662,Pillgwenlly 4,Newport,49,48,75,35,151,1028,88,138,444,61.9494363022798,75.743341186437,68.4294443992908,80.3147896569701,55.3393347887518,14.0983671490301,65.5949899718188,57.1134197081889,32.7246048931715,LSOAs often in the top 50 most deprived,10,10,27,21,65,UN1,Urban: Nearer to a major town or city,Urban,979,39
W01001663,Ringland 1,Newport,315,228,380,432,307,1042,1054,211,254,35.5073428162324,46.9574053741219,36.1058906041225,33.3218844443697,40.6881896017888,13.7943370670611,13.536900785158,48.5630080967241,44.7000223997743,LSOAs never ranked in top 50 most deprived,329,443,557,465,460,UN1,Urban: Nearer to a major town or city,Urban,727,739
W01001664,Ringland 2,Newport,152,123,166,293,98,1557,1305,84,140,46.3276686592583,59.3464322325837,53.4491146924828,41.6817998039603,63.6300170576852,4.72987107744615,8.72304483214816,66.4305253908396,56.8314171748687,LSOAs never ranked in top 50 most deprived,146,205,200,199,233,UN1,Urban: Nearer to a major town or city,Urban,1405,1153
W01001665,Ringland 3,Newport,647,550,684,536,639,789,1491,1003,319,23.7999525646344,28.0299987953257,23.2051793247566,28.5978075542744,24.715301636097905,20.025086155969,5.71056304896937,14.651479899389,39.8694063508585,LSOAs never ranked in top 50 most deprived,645,637,634,650,886,UN1,Urban: Nearer to a major town or city,Urban,142,844
W01001666,Ringland 4,Newport,109,104,127,120,104,774,726,116,758,51.3124724209503,62.5268745529736,58.7294471860413,59.8202812764146,62.5268745529736,20.4533395220968,21.8799300818585,60.467659071455,20.9191068011931,LSOAs never ranked in top 50 most deprived,102,130,158,136,115,UN1,Urban: Nearer to a major town or city,Urban,665,617
W01001667,Ringland 5,Newport,73,100,105,81,23,1063,292,349,652,56.6252424143659,63.2563930846068,62.3480539106283,67.0777192700641,85.5327261252308,13.3456970635279,41.7544418856589,37.941556123801,24.268766466652295,LSOAs never ranked in top 50 most deprived,69,74,100,195,249,UN1,Urban: Nearer to a major town or city,Urban,990,219
W01001668,Ringland 6,Newport,181,183,256,391,126,887,475,29,572,43.8495526274085,51.4793397416298,44.5352187023314,35.4882095871764,58.8821487500075,17.4077836689115,31.2498052753694,82.7761020653964,27.1651187152393,LSOAs never ranked in top 50 most deprived,183,200,159,164,264,UN1,Urban: Nearer to a major town or city,Urban,706,294
W01001669,Rogerstone 1,Newport,1885,1900,1877,1883,1827,818,1907,1905,1232,2.80503695046868,0.214162983114442,0.49075010349887294,0.418275663250316,1.10375320126433,19.2190793710624,0.130640254955792,0.154472958008197,10.0223013573301,LSOAs never ranked in top 50 most deprived,1890,1870,1788,1800,1877,UN1,Urban: Nearer to a major town or city,Urban,-1067,22
W01001670,Rogerstone 2,Newport,1767,1859,1829,1710,1815,924,1903,1053,415,4.99112881885685,0.709553811319619,1.07891681052304,2.60544020848821,1.25333740256027,16.4922361125709,0.17833038223269,13.5582440946749,34.1954960047694,LSOAs never ranked in top 50 most deprived,1789,1797,1615,1642,1733,UN1,Urban: Nearer to a major town or city,Urban,-843,136
W01001671,Rogerstone 3,Newport,1049,952,866,584,1472,1398,1546,535,220,16.889756057215,15.822834487172,17.944104504669,26.7067240252325,6.0008125587809,7.16751824980493,4.89044332434856,28.6389067984773,47.6990428598684,LSOAs never ranked in top 50 most deprived,804,675,538,684,982,UN1,Urban: Nearer to a major town or city,Urban,349,497
W01001673,Rogerstone 5,Newport,1744,1768,1486,1707,1704,998,1859,1311,766,5.34221296384688,1.84875918114614,5.78659008657496,2.6452642735573506,2.68515741286009,14.7637167283019,0.709553811319619,8.61945047530935,20.6850441646259,LSOAs never ranked in top 50 most deprived,1816,1840,1690,1708,1767,UN1,Urban: Nearer to a major town or city,Urban,-746,115
W01001674,Rogerstone 6,Newport,1220,1020,933,914,1029,1776,1162,847,601,14.2973591566102,14.2739202271162,16.2749392987333,16.7361095067327,14.0765169308124,1.74631603322602,11.3411230862198,18.4403643954711,26.0725829943683,LSOAs never ranked in top 50 most deprived,1127,1225,955,1146,1502,UN1,Urban: Nearer to a major town or city,Urban,556,-58
W01001675,St Julians 1,Newport,628,793,782,562,690,1891,264,609,79,24.427229060121,19.9122192709302,20.2239458372538,27.5542191343324,23.0111184118452,0.321996958409088,43.8875648374803,25.7801075613242,67.5195259195412,LSOAs never ranked in top 50 most deprived,865,1026,1104,1151,1243,UN1,Urban: Nearer to a major town or city,Urban,1263,-364
W01001676,St Julians 2,Newport,446,465,715,839,705,1069,442,70,7,29.8844917209539,31.7152940583482,22.2197063596296,18.6525623174232,22.5330109932208,13.2191053090711,32.8230805685168,69.619925768559,95.073915980509,LSOAs never ranked in top 50 most deprived,330,481,444,444,678,UN1,Urban: Nearer to a major town or city,Urban,623,-4
